Model_name,Model_link,Model_experiment_details,Average_open_llm_score ⬆️,ARC,HellaSwag,MMLU,TruthfulQA,Winogrande,GSM8K,Type,Architecture,Weight type,Precision,Merged,Hub License,#Params (B),Hub ❤️,Not Available on HF,Model sha,Flagged,MoE,Average_llm_safety_score ⬆️,Non-toxicity,Non-Stereotype,AdvGLUE++,OoD,Adv Demo,Privacy,Ethics,Fairness,Experiment 🧪,Prefill (s),Decode (tokens/s),Memory (MB),Energy (tokens/kWh),chatbot_arena_rank ⬆️,Arena Elo,chatbot_arena_votes,Knowledge Cutoff,No Efficiency Data,No Safety Data,No Arena Data
BFauber/lora_llama2-13b_10e5,https://huggingface.co/BFauber/lora_llama2-13b_10e5,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__lora_llama2-13b_10e5,55.67,59.22,82.41,55.67,37.65,76.95,22.14,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,True,apache-2.0,13.0,0.0,True,e3ba7c482d57dfe65e52a27b21d75a1da59230f5,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/lora_llama2-13b_10e5_attn_only,https://huggingface.co/BFauber/lora_llama2-13b_10e5_attn_only,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__lora_llama2-13b_10e5_attn_only,55.85,60.75,82.09,55.52,38.16,75.85,22.74,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,True,apache-2.0,13.0,0.0,True,0ecc726751e2e07255ac4cab41040bbf24321042,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/lora_llama2-13b_10e5_r128_a16,https://huggingface.co/BFauber/lora_llama2-13b_10e5_r128_a16,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__lora_llama2-13b_10e5_r128_a16,56.16,59.9,82.31,55.59,38.22,77.03,23.88,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,True,apache-2.0,13.0,0.0,True,6e8f872757721020c2ae983b6e186fe36105ef2d,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/lora_llama2-13b_10e5_r128_a256,https://huggingface.co/BFauber/lora_llama2-13b_10e5_r128_a256,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__lora_llama2-13b_10e5_r128_a256,55.31,59.73,82.08,54.81,37.82,76.32,21.08,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,True,apache-2.0,13.0,0.0,True,3cc31d64036d6abf160c13adf4645a8980280c7f,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/lora_llama2-13b_10e5_r128_a4,https://huggingface.co/BFauber/lora_llama2-13b_10e5_r128_a4,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__lora_llama2-13b_10e5_r128_a4,55.91,59.9,82.43,55.44,38.05,76.8,22.82,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,True,apache-2.0,13.0,0.0,True,029666001d8c6be175e42206969a593a4a3f4cb5,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/lora_llama2-13b_10e5_r128_a64,https://huggingface.co/BFauber/lora_llama2-13b_10e5_r128_a64,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__lora_llama2-13b_10e5_r128_a64,55.69,59.04,82.27,55.54,37.2,76.72,23.35,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,True,apache-2.0,13.0,0.0,True,6446e661b63b07af1c57b623de637ca1c6fcb7b5,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/lora_llama2-13b_10e5_r2_a16,https://huggingface.co/BFauber/lora_llama2-13b_10e5_r2_a16,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__lora_llama2-13b_10e5_r2_a16,55.92,59.73,82.38,55.27,38.66,76.64,22.82,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,True,apache-2.0,13.0,0.0,True,f470726821c72a58bb400e2dc3a5571f8f650a79,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/lora_llama2-13b_10e5_r2_a256,https://huggingface.co/BFauber/lora_llama2-13b_10e5_r2_a256,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__lora_llama2-13b_10e5_r2_a256,53.2,58.02,80.99,52.71,36.36,74.74,16.38,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,True,apache-2.0,13.0,0.0,True,d897ec2c64828ddf05ca0f51c4839a34060b2cef,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/lora_llama2-13b_10e5_r2_a4,https://huggingface.co/BFauber/lora_llama2-13b_10e5_r2_a4,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__lora_llama2-13b_10e5_r2_a4,56.03,59.98,82.37,55.42,38.14,76.56,23.73,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,True,apache-2.0,13.0,0.0,True,7253a71f780be10eb6c3590bf484cfe0975c3a4c,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/lora_llama2-13b_10e5_r2_a64,https://huggingface.co/BFauber/lora_llama2-13b_10e5_r2_a64,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__lora_llama2-13b_10e5_r2_a64,55.95,60.07,82.0,55.18,37.41,76.87,24.18,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,True,apache-2.0,13.0,0.0,True,5249d8dde98eccf4671d89a8e1fd7504edb1464e,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/lora_llama2-13b_10e5_r32_a16,https://huggingface.co/BFauber/lora_llama2-13b_10e5_r32_a16,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__lora_llama2-13b_10e5_r32_a16,56.14,59.9,82.33,55.67,38.3,77.03,23.58,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,True,apache-2.0,13.0,0.0,True,5cae6af3eb89c28c8cd90322685dd4d0235d9946,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/lora_llama2-13b_10e5_r32_a256,https://huggingface.co/BFauber/lora_llama2-13b_10e5_r32_a256,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__lora_llama2-13b_10e5_r32_a256,55.04,60.15,81.98,54.99,36.75,76.48,19.86,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,True,apache-2.0,13.0,0.0,True,f3192de7e37e861a697c0741dd4e641724b6fdbc,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/lora_llama2-13b_10e5_r32_a4,https://huggingface.co/BFauber/lora_llama2-13b_10e5_r32_a4,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__lora_llama2-13b_10e5_r32_a4,55.91,59.81,82.42,55.56,38.13,76.87,22.67,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,True,apache-2.0,13.0,0.0,True,d4d0d9ed2124d79d9e5cbda8ebf45528c4f1e32d,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/lora_llama2-13b_10e5_r32_a64,https://huggingface.co/BFauber/lora_llama2-13b_10e5_r32_a64,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__lora_llama2-13b_10e5_r32_a64,55.61,58.96,82.31,55.23,37.41,76.72,23.05,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,True,apache-2.0,13.0,0.0,True,a2f587f367c78e478713c2eedeb99b2d343ad9f1,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/lora_llama2-13b_10e5_r8_a16,https://huggingface.co/BFauber/lora_llama2-13b_10e5_r8_a16,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__lora_llama2-13b_10e5_r8_a16,56.23,59.73,82.3,55.73,37.95,77.11,24.56,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,True,apache-2.0,13.0,0.0,True,afa40d22d578e631c90017ae0cc67734d6f0b5d8,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/lora_llama2-13b_10e5_r8_a256,https://huggingface.co/BFauber/lora_llama2-13b_10e5_r8_a256,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__lora_llama2-13b_10e5_r8_a256,54.85,59.81,81.79,53.22,38.04,76.09,20.17,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,True,apache-2.0,13.0,0.0,True,c7fedbbc9bad7326196826cd290f9928e6e7342e,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/lora_llama2-13b_10e5_r8_a4,https://huggingface.co/BFauber/lora_llama2-13b_10e5_r8_a4,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__lora_llama2-13b_10e5_r8_a4,56.1,59.9,82.47,55.47,38.04,77.03,23.65,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,True,apache-2.0,13.0,0.0,True,8793eb75fb25d1cbbcd2811cbbe8f571291f2bdd,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/lora_llama2-13b_10e5_r8_a64,https://huggingface.co/BFauber/lora_llama2-13b_10e5_r8_a64,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__lora_llama2-13b_10e5_r8_a64,55.45,59.56,82.18,55.32,37.08,76.16,22.37,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,True,apache-2.0,13.0,0.0,True,337b96d91b5323b1e4dc0775bccb08f5ae6928ea,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/lora_llama2-13b_10e6,https://huggingface.co/BFauber/lora_llama2-13b_10e6,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__lora_llama2-13b_10e6,54.98,58.87,81.9,55.03,36.03,76.72,21.3,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,True,apache-2.0,13.0,0.0,True,701562febb55ca9660f3c4d7be2249f3dbd5f0b3,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/lora_llama2-7b_10e4,https://huggingface.co/BFauber/lora_llama2-7b_10e4,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__lora_llama2-7b_10e4,50.63,53.84,78.46,46.76,38.29,73.48,12.96,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,True,apache-2.0,7.0,0.0,True,770088da097d9fe992d0847071d92e3af1923d90,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/lora_llama2-7b_10e5,https://huggingface.co/BFauber/lora_llama2-7b_10e5,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__lora_llama2-7b_10e5,50.17,53.84,78.32,46.16,38.97,73.16,10.54,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,True,apache-2.0,7.0,0.0,True,43d9d3339870dfcce7a8775a2b4284c25dbeba66,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/lora_llama2-7b_10e6,https://huggingface.co/BFauber/lora_llama2-7b_10e6,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__lora_llama2-7b_10e6,49.92,53.41,78.03,46.07,38.78,73.01,10.24,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,True,apache-2.0,7.0,0.0,True,d355af2ca568135fe1a7fc403ac334345949f0d3,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/lora_opt1.3b_10e5,https://huggingface.co/BFauber/lora_opt1.3b_10e5,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__lora_opt1.3b_10e5,33.57,29.44,51.7,25.38,36.87,58.01,0.0,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,True,apache-2.0,1.0,0.0,True,9aeaed5981224761a1cf0840da1761948881f8cb,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/lora_opt125m_10e5,https://huggingface.co/BFauber/lora_opt125m_10e5,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__lora_opt125m_10e5,29.37,22.78,31.22,25.18,45.26,51.78,0.0,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,True,apache-2.0,0.0,0.0,True,b9b45183b73c2ce10092d55e710e1e31b8463620,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/lora_opt13b_10e5,https://huggingface.co/BFauber/lora_opt13b_10e5,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__lora_opt13b_10e5,40.37,42.49,70.31,25.45,35.78,66.85,1.36,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,True,apache-2.0,13.0,0.0,True,08451d85cf04c9f626ad3f8f44508602d877a873,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/lora_opt6.7b_10e5,https://huggingface.co/BFauber/lora_opt6.7b_10e5,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__lora_opt6.7b_10e5,38.52,37.03,65.65,25.0,37.61,65.43,0.38,🔶 fine-tuned on domain-specific datasets,?,Adapter,float16,True,apache-2.0,6.0,0.0,True,43cd61a5ed4caeedf335aa8f2ccde8c7457ced73,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/opt1.3b_10e4,https://huggingface.co/BFauber/opt1.3b_10e4,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__opt1.3b_10e4,34.67,30.55,53.52,26.89,38.67,58.41,0.0,🔶 fine-tuned on domain-specific datasets,OPTForCausalLM,Original,float16,True,apache-2.0,1.0,0.0,True,722619c9735f29fab37c181bc9d2f6178391dc82,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/opt1.3b_10e5,https://huggingface.co/BFauber/opt1.3b_10e5,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__opt1.3b_10e5,33.8,29.52,52.81,25.61,38.18,56.67,0.0,🔶 fine-tuned on domain-specific datasets,OPTForCausalLM,Original,float16,True,apache-2.0,1.0,0.0,True,58d5814c99392194b9d7a5ef7c2c4023eb75934e,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/opt1.3b_10e6,https://huggingface.co/BFauber/opt1.3b_10e6,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__opt1.3b_10e6,31.7,25.77,41.67,25.9,42.72,54.14,0.0,🔶 fine-tuned on domain-specific datasets,OPTForCausalLM,Original,float16,True,apache-2.0,1.0,0.0,True,d467863c8401c4ccb740b7c05fc8d5d6bbed0e0c,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/opt125m_10e2,https://huggingface.co/BFauber/opt125m_10e2,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__opt125m_10e2,29.35,23.21,31.41,26.55,42.59,52.17,0.15,🔶 fine-tuned on domain-specific datasets,OPTForCausalLM,Original,float16,True,apache-2.0,0.0,0.0,True,8b738dcf7a2e38fc2e014dfc1c50f5ca30acccbf,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/opt125m_10e3,https://huggingface.co/BFauber/opt125m_10e3,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__opt125m_10e3,29.15,22.87,31.01,26.66,42.52,51.85,0.0,🔶 fine-tuned on domain-specific datasets,OPTForCausalLM,Original,float16,True,apache-2.0,0.0,0.0,True,1b7a1e2cce264be61f67360011b4a85824e27caa,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/opt125m_10e4,https://huggingface.co/BFauber/opt125m_10e4,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__opt125m_10e4,28.85,22.95,30.9,26.66,42.88,49.72,0.0,🔶 fine-tuned on domain-specific datasets,OPTForCausalLM,Original,float16,True,apache-2.0,0.0,0.0,True,502d29fa88d682b5cc0bbd44e5815c2d0c955f3f,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/opt125m_10e5,https://huggingface.co/BFauber/opt125m_10e5,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__opt125m_10e5,29.62,24.66,31.23,26.45,43.92,51.46,0.0,🔶 fine-tuned on domain-specific datasets,OPTForCausalLM,Original,float16,True,apache-2.0,0.0,0.0,True,b1cc44b598222a3657b96be755cc35c1d541549f,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/opt125m_10e5_10ep,https://huggingface.co/BFauber/opt125m_10e5_10ep,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__opt125m_10e5_10ep,29.75,23.98,31.24,24.79,46.22,52.25,0.0,🔶 fine-tuned on domain-specific datasets,OPTForCausalLM,Original,float16,True,apache-2.0,0.0,0.0,True,af26f29ed2520cfe4bbb213457b956491ec68d6a,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/opt125m_10e5_1ep,https://huggingface.co/BFauber/opt125m_10e5_1ep,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__opt125m_10e5_1ep,29.05,23.46,30.9,26.73,42.53,50.67,0.0,🔶 fine-tuned on domain-specific datasets,OPTForCausalLM,Original,float16,True,apache-2.0,0.0,0.0,True,fc31db73f21f8ca07e1a72ffab8684a00f99cfc8,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/opt125m_10e5_20ep,https://huggingface.co/BFauber/opt125m_10e5_20ep,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__opt125m_10e5_20ep,29.54,25.43,30.84,23.39,46.49,51.07,0.0,🔶 fine-tuned on domain-specific datasets,OPTForCausalLM,Original,float16,True,apache-2.0,0.0,0.0,True,5c4954bb2595cce1256f496d2374d2dee4f79e93,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/opt125m_10e5_30ep,https://huggingface.co/BFauber/opt125m_10e5_30ep,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__opt125m_10e5_30ep,29.84,25.6,30.3,23.9,47.22,52.01,0.0,🔶 fine-tuned on domain-specific datasets,OPTForCausalLM,Original,float16,True,apache-2.0,0.0,0.0,True,6b007a3eaf31ad1c1186b937704986882f473dbe,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/opt125m_10e5_40ep,https://huggingface.co/BFauber/opt125m_10e5_40ep,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__opt125m_10e5_40ep,29.66,24.23,29.9,23.75,49.02,51.07,0.0,🔶 fine-tuned on domain-specific datasets,OPTForCausalLM,Original,float16,True,apache-2.0,0.0,0.0,True,ba153179184a0d951ce8a9434d84b3a6a091f644,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/opt125m_10e5_50ep,https://huggingface.co/BFauber/opt125m_10e5_50ep,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__opt125m_10e5_50ep,29.37,23.89,28.98,23.74,48.3,51.3,0.0,🔶 fine-tuned on domain-specific datasets,OPTForCausalLM,Original,float16,True,apache-2.0,0.0,0.0,True,93dec43baa7693b669be5ddb24ce8909ffcad21d,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/opt125m_10e5_lr2e-3,https://huggingface.co/BFauber/opt125m_10e5_lr2e-3,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__opt125m_10e5_lr2e-3,29.76,26.45,26.53,25.38,47.09,53.12,0.0,🔶 fine-tuned on domain-specific datasets,OPTForCausalLM,Original,float16,True,apache-2.0,0.0,0.0,True,c8b92baa6320d2200702d3ec126dddf130b94ce2,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/opt125m_10e5_lr2e-4,https://huggingface.co/BFauber/opt125m_10e5_lr2e-4,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__opt125m_10e5_lr2e-4,29.32,25.09,26.38,25.38,48.62,50.43,0.0,🔶 fine-tuned on domain-specific datasets,OPTForCausalLM,Original,float16,True,apache-2.0,0.0,0.0,True,82fde355bc589c1b219832ccf4b5099761c58bfd,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/opt125m_10e5_lr2e-5,https://huggingface.co/BFauber/opt125m_10e5_lr2e-5,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__opt125m_10e5_lr2e-5,29.92,24.49,31.38,25.65,45.15,52.88,0.0,🔶 fine-tuned on domain-specific datasets,OPTForCausalLM,Original,float16,True,apache-2.0,0.0,0.0,True,f5492c3c4056640f41024d8ca470717e5bef2b04,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/opt125m_10e5_lr2e-6,https://huggingface.co/BFauber/opt125m_10e5_lr2e-6,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__opt125m_10e5_lr2e-6,28.91,22.95,31.15,26.53,42.86,49.8,0.15,🔶 fine-tuned on domain-specific datasets,OPTForCausalLM,Original,float16,True,apache-2.0,0.0,0.0,True,0d9f17f054e54e3dfc72b9d9673d8a9358625127,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/opt125m_10e5_lr2e-7,https://huggingface.co/BFauber/opt125m_10e5_lr2e-7,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__opt125m_10e5_lr2e-7,29.36,23.38,31.22,27.0,43.04,51.22,0.3,🔶 fine-tuned on domain-specific datasets,OPTForCausalLM,Original,float16,True,apache-2.0,0.0,0.0,True,ab36267fa5c09292eb34341802d7060c481443bd,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/opt125m_10e6_run1,https://huggingface.co/BFauber/opt125m_10e6_run1,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__opt125m_10e6_run1,29.84,23.98,29.79,24.49,48.59,52.17,0.0,🔶 fine-tuned on domain-specific datasets,OPTForCausalLM,Original,float16,True,apache-2.0,0.0,0.0,True,452e86748d96bab00fa5b7a576c49e3bc66fca6c,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/opt350m_10e5,https://huggingface.co/BFauber/opt350m_10e5,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__opt350m_10e5,30.09,24.15,36.53,26.0,42.17,51.7,0.0,🔶 fine-tuned on domain-specific datasets,OPTForCausalLM,Original,float16,True,?,0.0,0.0,True,9351bd3b7ded60bcf170d81fd3a6040ea431a8de,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/opt350m_10e6,https://huggingface.co/BFauber/opt350m_10e6,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__opt350m_10e6,29.73,23.98,32.36,24.96,46.71,50.36,0.0,🔶 fine-tuned on domain-specific datasets,OPTForCausalLM,Original,float16,True,?,0.0,0.0,True,d1cba6a82e52f551953e1d47bdaca262a2989f9d,True,True,,,,,,,,,,,,,,,,,,,True,True,True
BFauber/santa1.1b_10e6,https://huggingface.co/BFauber/santa1.1b_10e6,https://huggingface.co/datasets/open-llm-leaderboard/details_BFauber__santa1.1b_10e6,29.84,27.65,26.39,25.42,49.4,50.2,0.0,🔶 fine-tuned on domain-specific datasets,GPT2LMHeadCustomModel,Original,float16,True,apache-2.0,1.0,0.0,True,a27e0cf68c590772c74b981c8bd69ce6a559e776,True,True,,,,,,,,,,,,,,,,,,,True,True,True
Ba2han/BruinsV2-OpHermesNeu-11B,https://huggingface.co/Ba2han/BruinsV2-OpHermesNeu-11B,https://huggingface.co/spaces/HuggingFaceH4/open_llm_leaderboard/discussions/510,69.88,68.09,84.7,64.19,62.76,79.48,60.05,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,True,mit,10.0,1.0,False,9a5567cf04d6bd8bbd77743f303ce7ecebec78c5,False,True,,,,,,,,,,,,,,,,,,,True,True,True
Ba2han/Cucumber-7b-10k,https://huggingface.co/Ba2han/Cucumber-7b-10k,https://huggingface.co/datasets/open-llm-leaderboard/details_Ba2han__Cucumber-7b-10k,62.74,60.41,83.75,63.1,50.97,78.93,39.27,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,True,cc-by-4.0,7.0,0.0,False,137a42ed37aa261f95b99ccd0f91952bc7656e1e,True,True,,,,,,,,,,,,,,,,,,,True,True,True
Ba2han/HermesStar-OrcaWind-Synth-11B,https://huggingface.co/Ba2han/HermesStar-OrcaWind-Synth-11B,https://huggingface.co/datasets/open-llm-leaderboard/details_Ba2han__HermesStar-OrcaWind-Synth-11B,66.59,65.27,83.69,65.31,48.55,80.11,56.63,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,bfloat16,False,apache-2.0,10.0,2.0,False,61aefa2ac956ce0e8ce40aa2521bdb5634452766,True,True,,,,,,,,,,,,,,,,,,,True,True,True
Ba2han/TinyOpenHermes-1.1B-4k,https://huggingface.co/Ba2han/TinyOpenHermes-1.1B-4k,https://huggingface.co/datasets/open-llm-leaderboard/details_Ba2han__TinyOpenHermes-1.1B-4k,35.98,33.62,58.53,26.45,37.33,59.91,0.08,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,bfloat16,True,cc-by-nc-4.0,1.0,0.0,False,b496ad5f3462828778aa9ec40ec78157f84240e3,True,True,,,,,,,,,,,,,,,,,,,True,True,True
Ba2han/Tinypus-1.5B,https://huggingface.co/Ba2han/Tinypus-1.5B,https://huggingface.co/datasets/open-llm-leaderboard/details_Ba2han__Tinypus-1.5B,35.73,33.45,57.35,25.53,39.35,57.7,0.99,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,Original,bfloat16,True,mit,1.0,0.0,False,5bfbd6b5920189dad68217576e0e23be4d2265d4,True,True,,,,,,,,,,,,,,,,,,,True,True,True
Badgids/Gonzo-Chat-7B,https://huggingface.co/Badgids/Gonzo-Chat-7B,https://huggingface.co/datasets/open-llm-leaderboard/details_Badgids__Gonzo-Chat-7B,66.63,65.02,85.4,63.75,60.23,77.74,47.61,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,Original,float16,False,apache-2.0,7.0,1.0,False,533fc41b9ff87bc8ba1e1d84a23bb453a3aff966,True,True,,,,,,,,,,,,,,,,,,,True,True,True
Badgids/Gonzo-Code-7B,https://huggingface.co/Badgids/Gonzo-Code-7B,https://huggingface.co/datasets/open-llm-leaderboard/details_Badgids__Gonzo-Code-7B,65.51,61.26,83.67,62.77,56.7,77.27,51.4,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.0,0.0,False,8318630caf9e174e1ac39c3f1b71bd3cbffd423c,True,True,,,,,,,,,,,,,,,,,,,True,True,True
Bard (Gemini Pro),https://bard.google.com/,,,,,,,,,not available,not available,not available,not available,False,Proprietary,,,True,,False,False,,,,,,,,,,,,,,,8.0,1208.0,12387.0,Online,True,True,False
BarraHome/LLaMaRada-3-orpo-v2-8b,https://huggingface.co/BarraHome/LLaMaRada-3-orpo-v2-8b,https://huggingface.co/datasets/open-llm-leaderboard/details_BarraHome__LLaMaRada-3-orpo-v2-8b,63.53,59.9,82.22,66.59,47.67,77.66,47.16,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,Original,float16,True,apache-2.0,8.0,0.0,False,764a784eaef9822dee15ff195dff9259e29cb3db,True,True,,,,,,,,,,,,,,,,,,,True,True,True
